UID,ID10,ETAG,BRD,ID,YR,SEX,LINE,SEA,STM,PEN,SIRE,SBRD,DAM,DBRD,RGRP,DNA,ELG,PD,LOT,BAND,PREG,SPRGWT,FALLWT,BAG,GRP,DISP,DAYDIS,TRT,BPEN,BGRP,AGE,RMK,STUDY,STUDYTRT,IDZ65,CLR,ALTID,INBRL,CULLPILE,YRREC
18IN00001,2011056539,H6539,05,H6539,11,2,,1,30,e21,H5285,05,H5696,05,0,,,3,.,2,,169,158,2,,93,1025,.,,,7.0,.,,,14772,1,,0.052,,2018
18IN00002,2011056597,H6597,05,H6597,11,2,,1,30,58,H6534,00,H5050,05,0,,,3,MP,2,,152,160,1,,93,1025,.,,,7.0,RUPTURE,,,14819,1,,0.0,,2018
18IN00003,2011056601,H6601,05,H6601,11,2,,1,30,68,H5136,05,H1898,05,0,,,6,.,,,0,0,0,,01,0228,.,,,7.0,4TEATS,,,0,1,,0.024,,2018
18IN00004,2011056632,H6632,05,H6632,11,2,,1,30,57,H6533,00,H4224,05,0,,,3,$,H,,128,143,3,,93,1004,.,,,7.0,.,,M.Ovis,14933,1,,0.0,,2018
18IN00005,2011056634,H6634,05,H6634,11,2,,1,30,52,H6528,00,H3905,05,0,,,3,MP,2,,129,147,2,,93,1025,.,,,7.0,.,,,14814,1,,0.0,,2018
18IN00006,2011056671,H6671,05,H6671,11,2,,1,30,65,H5110,05,H4448,05,0,,,6,$,H,,149,0,0,,66,0827,.,,,7.0,Resp.Problems,,,0,1,,0.028,,2018
18IN00007,2011056672,H6672,05,H6672,11,2,,1,30,54,H6530,00,H3405,05,0,,,3,$,H,,215,191,3,,93,1025,.,,,7.0,.,,,14702,1,,0.0,,2018
18IN00008,2011056680,H6680,05,H6680,11,2,,1,30,53,H6529,00,H1490,05,0,,,3,MP,H,,184,178,2,,93,1025,.,,,7.0,.,,,14775,1,,0.0,,2018
18IN00009,2011056729,H6729,05,H6729,11,2,,1,30,53,H6529,00,H5194,05,0,,,3,$,H,,133,158,4,,93,1004,.,,,7.0,.,,,14861,1,,0.0,,2018
18IN00010,2011056739,H6739,05,H6739,11,2,,1,30,58,H6534,00,H3002,05,0,,,6,$,,,0,0,0,,42,0402,.,,,7.0,URuptLungAbsc,,,0,1,,0.0,,2018
18IN02361,2017001939,,00,S1939,17,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,1.0,MSU,,,,,H6405,0.0,,2018
18IN02362,2017001940,,00,S1940,17,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,1.0,MSU,,,,,"Z213,H6450",0.0,,2018
18IN02363,2015001941,,00,S1941,15,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,3.0,MSU,,,,,"Z189,H5420",0.0,,2018
18IN02364,2015001942,,00,S1942,15,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,3.0,MSU,,,,,"Z212,H5470",0.0,,2018
18IN02365,2017001943,,00,S1943,17,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,1.0,MSU,,,,,H6466,0.0,,2018
18IN02366,2015001944,,00,S1944,15,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,3.0,MSU,,,,,"Z210,H5482",0.0,,2018
18IN02367,2015001945,,00,S1945,15,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,3.0,MSU,,,,,H5500,0.0,,2018
18IN02368,2015001946,,00,S1946,15,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,3.0,MSU,,,,,"Z211,H5467",0.0,,2018
18IN02369,2017001947,,00,S1947,17,1,,1,07,,,,,,,,,1,,,,,,,,,,,,,1.0,MSU,,,,,H6413,0.0,,2018
18IN02370,2015000521,00521,00,00521,15,2,,1,06,,,,,,,,,6,,,,,,,,01,0923,,,,3.0,Ballou,,,,,WY18035/0758,0.0,,2018
