UID,YR,LBRD,LAMB,SBRD,SIRE,DBRD,DAM,STM,LAMBID,SIREID,DAMID
06PE00001,06,05,H2192,05,H0994,05,H2150,30,106052192,104050994,105052150
06PE00002,06,05,H2193,05,H1159,05,H1431,30,106052193,104051159,105051431
06PE00003,06,05,H2194,05,H1159,05,H1431,30,106052194,104051159,105051431
06PE00004,06,05,H2195,05,H0596,05,H1585,30,106052195,103050596,105051585
06PE00005,06,05,H2196,05,H0596,04,A9275,30,106052196,103050596,102049275
06PE00006,06,05,H2197,05,H0596,05,H1920,30,106052197,103050596,105051920
06PE00007,06,05,H2198,05,H0596,05,H1920,30,106052198,103050596,105051920
06PE00008,06,05,H2199,05,H1311,05,H1333,30,106052199,104051311,104051333
06PE00009,06,05,H2200,05,H1311,05,H1333,30,106052200,104051311,104051333
06PE00010,06,05,H2201,05,H0471,05,H0960,30,106052201,103050471,104050960
06PE00011,06,05,H2202,05,H0596,05,H1699,30,106052202,103050596,105051699
06PE00012,06,05,H2203,05,H0471,05,H0871,30,106052203,103050471,104050871
06PE00013,06,05,H2204,05,H0471,05,H0871,30,106052204,103050471,104050871
06PE00014,06,05,H2205,05,H1254,05,H1626,30,106052205,104051254,105051626
06PE00015,06,05,H2206,05,H1112,05,H1193,30,106052206,104051112,104051193
06PE00016,06,05,H2207,05,H1112,05,H1193,30,106052207,104051112,104051193
06PE00017,06,05,H2208,05,H1063,05,H1176,30,106052208,104051063,104051176
06PE00018,06,05,H2209,05,H1063,05,H1176,30,106052209,104051063,104051176
06PE00019,06,05,H2210,05,H0994,05,H1809,30,106052210,104050994,105051809
06PE00020,06,05,H2211,05,H1159,05,H1572,30,106052211,104051159,105051572
06PE00021,06,05,H2212,05,H0471,05,H1180,30,106052212,103050471,104051180
06PE00022,06,05,H2213,05,H0471,05,H1180,30,106052213,103050471,104051180
06PE00023,06,05,H2214,05,H0471,05,H1180,30,106052214,103050471,104051180
06PE00024,06,05,H2215,05,H1112,09,91174,30,106052215,104051112, 99091174
