UID,YR,SEX,LAMB,LB1,LINE,PEN,DAM,DBRD,DB1,INBL,X1,ADAM,X2,CLR,STM,SPEC,JAW,DAYBN,TB,TRT,DAYDIS,MILK,ABEWE,DISP,INBD,FONO,FOBR,FOPU,X3,DB2,LBRD,SIRE,SBRD,Y1,WNWT,LNDAM,TM,Y4,X4,Y2,Y3,BRWT,Y5,ABLMB,X5,CDNO,DATEBN
62LA00001,62,2,5646,6,08,085,1819,61,6,,,5, 2,1,06,,1,101,9,4,0,4,,,12,,,,,1,61,4301,61,1,71,05,7,1,,1,3,12.0,10,,,3,1962-04-11
62LA00002,62,2,5149,6,05,054,1828,61,6,,,5, 2,1,06,,1,87,8,6,0,3,,,16,,,,,1,61,3773,61,1,107,07,7,1,,1,2,11.0,10,,,1,1962-03-28
62LA00003,62,1,5150,6,05,054,1828,61,6,,,5, 2,1,06,,1,87,8,6,0,3,,,16,0331,61,-,,1,61,3773,61,1,114,07,7,1,,1,2,10.2,5,,,2,1962-03-28
62LA00004,62,1,5459,6,03,034,1830,61,6,,,5, 1,1,06,,1,96,8,1,0,4,,,19,,,,,1,61,4102,61,1,80,10,7,1,,1,2,9.4,10,,,1,1962-04-06
62LA00005,62,1,5460,6,03,034,1830,61,6,,,5, 1,1,06,,1,96,8,1,0,4,,,19,,,,,1,61,4102,61,1,94,10,7,1,,1,2,9.6,10,,,2,1962-04-06
62LA00006,62,1,5592,6,07,075,1832,61,6,,,5, 2,2,06,,1,99,8,2,0,4,,,18,,,,,1,61,3975,61,1,87,05,7,1,,1,2,12.4,10,,,1,1962-04-09
62LA00007,62,1,5593,6,07,075,1832,61,6,,,5, 2,1,06,,1,99,8,2,0,4,,,18,,,,,1,61,3975,61,1,83,05,7,1,,1,2,11.4,10,,,2,1962-04-09
62LA00008,62,2,5722,6,70,733,1835,61,6,,,5,,1,06,,4,103,8,3,0,3,,,,, -,,,1,61,3052,61,1,76,70,2,1,,1,2,12.4,10,,,1,1962-04-13
62LA00009,62,2,5723,6,70,733,1835,61,6,,,5,,1,06,,2,103,8,3,0,3,,,,9139,80,-,,1,61,3052,61,1,90,70,2,1,,1,2,10.6,5,,,2,1962-04-13
62LA00010,62,1,5278,6,07,075,1862,61,6,,,5, 2,1,06,,1,91,8,1,0,4,,,16,,,,,1,61,3975,61,1,106,08,7,1,,1,2,10.4,10,,,1,1962-04-01
